review_id,review_text,aspect,sentiment
RVW_00031,Finally yg di tunggu² 😍 suka banget wangi philea nya segerrr 🤩 flash deal 11 desember dapet gift unpacthed hmns 100 ml 🤩🤩sama voc diskon juga 🤩 terima kasih hmns sukses selalu 🤗,Aroma,positive
RVW_00032,"Kualitas produk: wangii sekalii ternyata ini wangi yg aku cari carii aku suka awalnya beli body mistnya eh tbtb dpet voucher potongN harga jdi murce langsung co dann dpet lg voucher potongannya dong, oh iya humins nya baik dan ramahh",Aroma,positive
RVW_00032,"Kualitas produk: wangii sekalii ternyata ini wangi yg aku cari carii aku suka awalnya beli body mistnya eh tbtb dpet voucher potongN harga jdi murce langsung co dann dpet lg voucher potongannya dong, oh iya humins nya baik dan ramahh",Value for Money,positive
RVW_00033,"Wanginya agak unik sih pas aku semprot sedikit, cuman belum tau ketahanan nya. Kurir nya cepet, packagingnya rapi dan tidak ada cacat, sudah ketiga kali beli hmns, so far so good. Good service",Aroma,neutral
RVW_00033,"Wanginya agak unik sih pas aku semprot sedikit, cuman belum tau ketahanan nya. Kurir nya cepet, packagingnya rapi dan tidak ada cacat, sudah ketiga kali beli hmns, so far so good. Good service",Longevity,neutral
RVW_00033,"Wanginya agak unik sih pas aku semprot sedikit, cuman belum tau ketahanan nya. Kurir nya cepet, packagingnya rapi dan tidak ada cacat, sudah ketiga kali beli hmns, so far so good. Good service",Packaging,positive
RVW_00034,Wanginya enak..awal semprot wangi jeruk seger ga lama wangi bunga sedikit manis.,Aroma,positive
RVW_00035,"Kualitas produk: Baik Secantik itu box parfumnyaa, aromanya gausah ditanya deh wangi kalem bgt",Packaging,positive
RVW_00035,"Kualitas produk: Baik Secantik itu box parfumnyaa, aromanya gausah ditanya deh wangi kalem bgt",Aroma,positive
RVW_00036,"Kualitas produk: Produk sampai dengan selamat Wanginya enak, cocok dipake siang hari",Aroma,positive
RVW_00037,"Wanginya enak banget, seger banget jadi wangi bunga + aroma buah jadi satu,, suka sekaliii Dapet gift jugaa Terima kasih yaaa🫶🏻🫶🏻🫶🏻",Aroma,positive
RVW_00038,pls ini wanginya kaya lu abis mandi di pagi hari dengan mood yg bagus trs hari ini tuh bakal jadi lucky day lu bikin happy aja,Aroma,positive
RVW_00039,"Wanginya enak bgt bgt,cantik bgt dari pakaging nya sampe botol dan wangiinya juga cantik 😍 Aq suka bgt bgt bnget 😭 Next pengen cobain yg sore nya😁",Aroma,positive
RVW_00039,"Wanginya enak bgt bgt,cantik bgt dari pakaging nya sampe botol dan wangiinya juga cantik 😍 Aq suka bgt bgt bnget 😭 Next pengen cobain yg sore nya😁",Packaging,positive
RVW_00040,Original product. Good price. Fast delivery. Floral fresh as its notes,Value for Money,positive
RVW_00040,Original product. Good price. Fast delivery. Floral fresh as its notes,Aroma,positive
RVW_00041,sampe dengan selamat dan sukakk bgt sama wanginya,Aroma,positive
RVW_00042,Barang sesuai deskripsi pengiriman cepat wanginya ga ada obatz😁 mantap,Aroma,positive
RVW_00043,"Kualitas produk: Wanginya soft, segar. Dpt voucher 25K.",Aroma,positive
RVW_00043,"Kualitas produk: Wanginya soft, segar. Dpt voucher 25K.",Value for Money,positive
RVW_00044,Udh langganan banget sama hmns krn seharum itu 😍,Aroma,positive
RVW_00045,"Seperti biasa ga pernah kecewa. Setelah 4 botol elea,akhirnya botol pertama philea sampai",No Aspect,None
RVW_00046,"bagus dan packaging menarik, pengiriman juga cepat",Packaging,positive
RVW_00047,"Packing aman, barang sampai dgn selamat. Thank you HMNS 👍👍👍",No Aspect,None
RVW_00048,"Mantap, moga sukak orangnya..",No Aspect,None
RVW_00049,"wanginnya segerr bangett, akuu sukaaa😍😍",Aroma,positive
RVW_00050,Cepat banget nyampe nya 🥹🥹 Ini lebih enak dari elea sihh...,Aroma,positive
RVW_00051,"SENANGGG BGTTT DAPAT SLEEVE LAPTOP, MAKASIHHH HMNS",No Aspect,None
RVW_00052,"jujurrr aku sukaa banget sama phileaa dari hmns ini, dia ituu typical parfume yang easy going banget sihh untuk pemakaian di siang harii panas panas gitu, wanginyaa freshh, citrusy, dan floral. Pokonyaa aku suka bgt sama philea inii sampe aku beli lagi saking enaknyaa 😔💗",Aroma,positive
RVW_00053,"Terimakasih,, sudah saya terima,,, whist list dari lama pgn punya philea, sebelumnya udah punya elea,,, tp masih maju mundur,,, Alhamdulillah akhirnya kesampaian dan dpt harga under 300rb Wanginya seger bgt, sesuai sama gambar yg ada di box nya",Value for Money,positive
RVW_00053,"Terimakasih,, sudah saya terima,,, whist list dari lama pgn punya philea, sebelumnya udah punya elea,,, tp masih maju mundur,,, Alhamdulillah akhirnya kesampaian dan dpt harga under 300rb Wanginya seger bgt, sesuai sama gambar yg ada di box nya",Aroma,positive
RVW_00054,"Packaging nya aman banget, no bocor² atau rembes. Wanginya 90% mirip elea yg fresh cuma philea lebih kerasa lagi ada hint manis nya, lebih elegant wanginya,blendingannya super smooth, dry down nya juga enak banget tp untuk ketahanan blom tau, mau aku maserasi dlu. Over all 9/10 Goodjob Hmns👏👏👏",Packaging,positive
RVW_00054,"Packaging nya aman banget, no bocor² atau rembes. Wanginya 90% mirip elea yg fresh cuma philea lebih kerasa lagi ada hint manis nya, lebih elegant wanginya,blendingannya super smooth, dry down nya juga enak banget tp untuk ketahanan blom tau, mau aku maserasi dlu. Over all 9/10 Goodjob Hmns👏👏👏",Aroma,positive
RVW_00055,"kemasan sangat lucu san bagus, paket aman ,pengiriman juga cepat...dapat taster the perfection ( wangi cowok kantoran). kalau philea wanginya lebih segar manis tapi gak buat enek kadang seperti wangi vina. enak buat yang suka wangi manis seger tumbuhan gitu",Packaging,positive
RVW_00055,"kemasan sangat lucu san bagus, paket aman ,pengiriman juga cepat...dapat taster the perfection ( wangi cowok kantoran). kalau philea wanginya lebih segar manis tapi gak buat enek kadang seperti wangi vina. enak buat yang suka wangi manis seger tumbuhan gitu",Aroma,positive
RVW_00056,"Jujur, aku ga nyangka bakal suka parfum floral, until I found Philea. Begitu sniff pertama kali, aromanya tuh lembut, calming, dan sopan banget, ga nusuk atau bikin pusing sama sekali. Justru makin lama dipakai, aromanya makin hangat dan comforting. Simpel, halus, tapi berkesan lama.",Aroma,positive
RVW_00057,"respon seller dan pengiriman cepat, packing rapih dan aman. Pas sampe surprise banget sih, dg harga yg sangat terjangkau tapi kemasan produk mewah, wanginya pun sangat sangat memuaskan, selama ini gw selalu pake brand2 luar, pas coba parfume lokal dg harga yg terjangakau banget bgi semua kalangan tpi wangi setara dg parfum2 brand mahal...bangga dg produk lokal dan wajar review produk2 HMNS hampir semua bintang 5... Thank u HMNS, insyaAllah pasti repeat dan coba varian laen. Sukses selalu, Barakallahufik",Value for Money,positive
RVW_00057,"respon seller dan pengiriman cepat, packing rapih dan aman. Pas sampe surprise banget sih, dg harga yg sangat terjangkau tapi kemasan produk mewah, wanginya pun sangat sangat memuaskan, selama ini gw selalu pake brand2 luar, pas coba parfume lokal dg harga yg terjangakau banget bgi semua kalangan tpi wangi setara dg parfum2 brand mahal...bangga dg produk lokal dan wajar review produk2 HMNS hampir semua bintang 5... Thank u HMNS, insyaAllah pasti repeat dan coba varian laen. Sukses selalu, Barakallahufik",Packaging,positive
RVW_00057,"respon seller dan pengiriman cepat, packing rapih dan aman. Pas sampe surprise banget sih, dg harga yg sangat terjangkau tapi kemasan produk mewah, wanginya pun sangat sangat memuaskan, selama ini gw selalu pake brand2 luar, pas coba parfume lokal dg harga yg terjangakau banget bgi semua kalangan tpi wangi setara dg parfum2 brand mahal...bangga dg produk lokal dan wajar review produk2 HMNS hampir semua bintang 5... Thank u HMNS, insyaAllah pasti repeat dan coba varian laen. Sukses selalu, Barakallahufik",Aroma,positive
RVW_00058,"Finally parfum yg udah lama aku mau nyampe jugaa. Overall bagus, dari segi packaging dan pengiriman juga aman. Suka banget sama wanginya 😊",Packaging,positive
RVW_00058,"Finally parfum yg udah lama aku mau nyampe jugaa. Overall bagus, dari segi packaging dan pengiriman juga aman. Suka banget sama wanginya 😊",Aroma,positive
RVW_00059,"Aromanya buat nyaman, relax dan less warm. Yang saya rasa seperti aroma di ruangan/toilet mall mewah ataupun ruangan/toilet hotel bintang 5. Kesan mewah",Aroma,positive
RVW_00060,"Dari packging, bookmark, dan parfumnya semuanya bagusss Pertama kali sniff juga enak, tipe yang gak nyegrak, halus dan cocok buat dipake panas panas an Love Philea 💚✨",Packaging,positive
RVW_00060,"Dari packging, bookmark, dan parfumnya semuanya bagusss Pertama kali sniff juga enak, tipe yang gak nyegrak, halus dan cocok buat dipake panas panas an Love Philea 💚✨",Aroma,positive
RVW_00061,"Kualitas produk: Aromanya flowery dan fresh tapi masih yg elegan, ini kalau buat cowo masih masuk ya menurutku. Sengaja beli yg philea karna aromanya lebih dewasa dari elea dan emang nyari yg versi edp",Aroma,positive
RVW_00062,"Product quality: Good First time beli hmns semoga kedepannya bisa repeat order 😭🙏 oiya thanks buat host live yang waktu itu ngasih rekomendasi.. parfumenya wangi banget, bagiku wanginya mirip sama m4rc Jac0bs daisy wild (hijau), enak banget.. semoga tahan sih parfume nya 😭🙏",Aroma,positive
RVW_00062,"Product quality: Good First time beli hmns semoga kedepannya bisa repeat order 😭🙏 oiya thanks buat host live yang waktu itu ngasih rekomendasi.. parfumenya wangi banget, bagiku wanginya mirip sama m4rc Jac0bs daisy wild (hijau), enak banget.. semoga tahan sih parfume nya 😭🙏",Longevity,neutral
RVW_00063,"Bener bener bukan packaging ny aja yg cantik tapi wanginya juga cantik bangettt 🥹🫶 ini blind buy ak yg paling terGONG! wanginya bnrbnr sopan banget masuk idung, mas pacar aja suka bgt padahal dia bukan tim floral2 gitu. Makasih ya tim hmns ud ciptain wangi secantik ini! LOVE BGTTT",Packaging,positive
RVW_00063,"Bener bener bukan packaging ny aja yg cantik tapi wanginya juga cantik bangettt 🥹🫶 ini blind buy ak yg paling terGONG! wanginya bnrbnr sopan banget masuk idung, mas pacar aja suka bgt padahal dia bukan tim floral2 gitu. Makasih ya tim hmns ud ciptain wangi secantik ini! LOVE BGTTT",Aroma,positive
RVW_00064,"no buzzer!! wangi nya bener"" sesuai ekspetasi kaya floral and fruity gt dan super duper wangii bgtt cocok buat siang-malem vibesnya seger dan ga bikin pusing ⭐",Aroma,positive
RVW_00065,"Kualitas produk: Dari packging, bookmark, dan parfumnya semuanya bagus... Pertama kali sniff jg enak, tipe yg ndag nyegrak, cck buat dipakeh beraktivitas love philea 🫦🫰",Packaging,positive
RVW_00065,"Kualitas produk: Dari packging, bookmark, dan parfumnya semuanya bagus... Pertama kali sniff jg enak, tipe yg ndag nyegrak, cck buat dipakeh beraktivitas love philea 🫦🫰",Aroma,positive
RVW_00066,"Baru pertama kali coba yg Philea ini, mmg yakin gk bakalan nyesel sih, dan taraaa.... beneran seger wanginya..sbelum2nya mmg pake HMNS cm beda varian aja, tp sejauh ini parfum yg cocok cm HMNS ini, masyaAllah...love its",Aroma,positive
RVW_00067,"Wanginya beneran enaakkk, fresh, yg pasti ini wanginya aku banget. Pengobat after EoN discontinued lahirlah Philea ❤️❤️❤️",Aroma,positive
RVW_00068,Philea seenak itu woy ak yg suka parfum bunga dan buah jd terus'an repeat order dijaga ya stok nya hmns philea nya jgn biarkan sampai pre order,Aroma,positive
RVW_00069,"Wangi seger ada sedikit wangi bunga sih menurutku,cocok dipake daily.",Aroma,positive
RVW_00070,sudah sampai dengan selamat! paketnya juga rapih banget suka deh🤍 aku bener-bener berterima kasih sama pelayanan admin toko HMNS yang bener2 informatif dan membantu🥺🥺🙏🙏 terima kasih yaaa next time pasti bakal repurchase sih hihi🙌🏻😆,Packaging,positive
RVW_00071,"Wanginya floral tapi manis, makin lama makin enak wanginya",Aroma,positive
RVW_00072,"parfumnya enak banget, gak salah pilih philea. btw thanks min untuk kalendar nya😁",Aroma,positive
RVW_00073,"Selalu suka banget sama produk hmns gak pernah gagal, pengemasannya rapi dan sangat aman",Packaging,positive
RVW_00074,suka banget sama packaging hmns. elegan. wangi nya suka banget. fresh.,Packaging,positive
RVW_00074,suka banget sama packaging hmns. elegan. wangi nya suka banget. fresh.,Aroma,positive
RVW_00075,"Beli decant dulu dan cocok,akhire kebeli yg full size Alhamdulillah,next time order varian lain",No Aspect,None
RVW_00076,Product quality: 100000000000000000/100,No Aspect,None
RVW_00077,Terimakasih paket sudah diterima dalam kondisi baik dan sesuai pesanan. Tidak ada kekurangan atau kerusakan apapun. Wanginya seger lemon dan ada percanpuran rempahnya,Aroma,positive
RVW_00078,"sy pilih ini karena saya suka wangi bunga, dan ternyata kalo dipake cowok cocok cocok aja. admin nya juga komunikatif banget! jadi kali mau nanya nanya gampang! recommend banget sih HMNS ini",Aroma,positive
RVW_00079,"Baru buka kemasannya aja udh amazed 😍 Wanginya fresh, floral, soft. Vibesnya tuh wangi yg cantik & elegan 🥰",Packaging,positive
RVW_00079,"Baru buka kemasannya aja udh amazed 😍 Wanginya fresh, floral, soft. Vibesnya tuh wangi yg cantik & elegan 🥰",Aroma,positive
RVW_00080,"Wanginya kuat bgt tp ttp ada soft nya, wangi bunga yg lembut, semprotannya halus bgt",Aroma,positive
RVW_00080,"Wanginya kuat bgt tp ttp ada soft nya, wangi bunga yg lembut, semprotannya halus bgt",Projection,positive
RVW_00081,Kualitas produk: baguss aku suka wanginya freshh green floral responnya baik dan pengirimannya juga cepet banget!,Aroma,positive
RVW_00082,Blindbuy because of the packaging but it's worth it. The bottle it's cute and the smell is giving you got showered with flowers.,Packaging,positive
RVW_00082,Blindbuy because of the packaging but it's worth it. The bottle it's cute and the smell is giving you got showered with flowers.,Value for Money,positive
RVW_00082,Blindbuy because of the packaging but it's worth it. The bottle it's cute and the smell is giving you got showered with flowers.,Aroma,positive
RVW_00083,"Suka bgt, cocok bgt dipke bareng elea. Dpt kalender cakep bgt. Makasih hmns 🥰",No Aspect,None
RVW_00084,"fresh enakkk, cocok buat siang². sumpah ya beruntung bangetttt, CO pas 11.11 ehhh dapet tumbler limited edition!!!!!🤩💗🌷",Aroma,positive
RVW_00085,"wanginyaa selalu sukaa, udaa repeat order yang kedua, semoga bisa terus beli iniiiiiiii",Aroma,positive
RVW_00086,"Pengiriman aman, wangi enak, sampai saat ini belum ada masalah",Aroma,positive
RVW_00087,"Wanginyaaa sukaaaaaaaaaaaa.... gk nyangka.. tpi lebih floral yg body mistnya menurutku.. Evaluasi ulang : wanginya gk tahan lama nyampe sejam pun gak ada, curiga soalnya g di segel dan pembungkusan plastiknya juga beda",Aroma,positive
RVW_00087,"Wanginyaaa sukaaaaaaaaaaaa.... gk nyangka.. tpi lebih floral yg body mistnya menurutku.. Evaluasi ulang : wanginya gk tahan lama nyampe sejam pun gak ada, curiga soalnya g di segel dan pembungkusan plastiknya juga beda",Longevity,negative
RVW_00088,Paling suka pas dry down wanginya jadi tambah enak,Aroma,positive
RVW_00089,First time nyobain parfume hmns seenak itu wangi nya wangi bunga sm citrus yg ga nyenggak di hidung,Aroma,positive
RVW_00090,"sukak poll, aku awalnya pake elea body mist lalu milih buat beli ver edp nya dan inii bener bener enak bngt, mirip sama elea cuman beda tipis",Aroma,positive
RVW_00091,"aaaaa happyy sekali akhirnya nyampe juga 🥹 jujur suka banget sama wanginya, padahal tdinya mau beli yg ver fragrance mist cmn ternyata mereka release ver edp, lgsung co aja deh 🫰🏻 wanginya sukak bgtt, pengirimannya jga cepet dan aman 👍🏻👍🏻👍🏻",Aroma,positive
RVW_00092,Masyaallah wanginya semerbak seperti ditaman bunga ga sia sia nunggu EDP Elea ternyata seharum ini bakalan jd parfum favorit🧚🏻‍♀️🥰❤️,Aroma,positive
RVW_00093,"Kualitas produk: suka bgt sama wanginya, fresh ga bikin pusing makin cocok pakai body mist elea, gong bgt wanginyaa🤩💗",Aroma,positive
RVW_00094,"unisex dengan aroma daun dan bunga, mantab dan dikirim ke medan saja satset aman, keren pokoknya",Aroma,positive
RVW_00095,"Kualitas produk: benerann worth the hypee, wanginya enak bgtt segerrr ga bikin eneg ketahanan blm tau ya",Aroma,positive
RVW_00095,"Kualitas produk: benerann worth the hypee, wanginya enak bgtt segerrr ga bikin eneg ketahanan blm tau ya",Longevity,neutral
RVW_00096,"Wanginya seger, tidak terlalu semerbak menyengat. Cocok buat cwk dan cwk",Aroma,positive
RVW_00096,"Wanginya seger, tidak terlalu semerbak menyengat. Cocok buat cwk dan cwk",Projection,positive
RVW_00097,"Di terima dgn baik, repeat order philea, parfum lokal pertama yg wangi bunga paling aku suka 💚 thanks seller",Aroma,positive
RVW_00098,Anjriit ini manteb ya package nyaa cantikk bgtt gua suka banget sumpah Kalo kasih kado ini gak malu2in asli mewah yah Wangi nya blm nyoba tapi gw pake elea jadi percaya kalo ini pasti wangi soalnya twin nya elea Saran kalo bisa lu kasih sample paper dong supaya gw bisa tau wangi2 yg lain juga dong,Packaging,positive
RVW_00099,Parfumnya wangi tahan lama+dapet voucher diskon juga lumayan buat nanti beli lagi,Aroma,positive
RVW_00099,Parfumnya wangi tahan lama+dapet voucher diskon juga lumayan buat nanti beli lagi,Longevity,positive
RVW_00099,Parfumnya wangi tahan lama+dapet voucher diskon juga lumayan buat nanti beli lagi,Value for Money,positive
RVW_00100,Wanginya segerr...suka sekali. Sayangnya pengiriman agak lama krn co pas tgl merah 2 hari. Next pengen coba yg varian lain,Aroma,positive
RVW_00101,aku suka banget samaa parfum ini benr bener tahan lama dan wanginya juga beh mantep banget,Longevity,positive
RVW_00101,aku suka banget samaa parfum ini benr bener tahan lama dan wanginya juga beh mantep banget,Aroma,positive
RVW_00102,"Akhirnya nemu parfum yg cocok. Wanginya seger, cocok dipakai pagi hari atau setelah olahraga.",Aroma,positive
RVW_00103,"Product quality: enak sudah beli decantnya dulu, cocok buat kerja di cuaca panas",Aroma,positive
RVW_00104,"Product quality: ga pernha ngeraguin hmns, sebelumnya pernah punya unrosed walaupun petjahhh",No Aspect,None
RVW_00105,wanginya suka bgtt dapet di 295 masyaallah trimakasih hmns,Aroma,positive
RVW_00105,wanginya suka bgtt dapet di 295 masyaallah trimakasih hmns,Value for Money,positive
RVW_00106,"maantap rrespon cepet, pngiriman cpet dan aman, barang kualitas oke thanks HMNS",No Aspect,None
RVW_00107,Baunyaaa segerrr bangettt.. cintaakkk dehh.. 🥰🥰 mana dapett gift kalender pulakk.. uchh sukakk.. 🥰🥰,Aroma,positive
RVW_00108,Kualitas produk: kalo kalian udh suka elea pasti cocok si sama philea ini,Aroma,positive
RVW_00109,"Wanginya sukaaa aaaa, 2 jam masih kecium dari kejauhan, finally edpnyaa 🫶🏻",Aroma,positive
RVW_00109,"Wanginya sukaaa aaaa, 2 jam masih kecium dari kejauhan, finally edpnyaa 🫶🏻",Longevity,positive
RVW_00109,"Wanginya sukaaa aaaa, 2 jam masih kecium dari kejauhan, finally edpnyaa 🫶🏻",Projection,positive
RVW_00110,"aroma nya sesuai bgt yg ada di ekspektasi ku, stlh pengguna elea 4 botol akhirnya lahir lah philea😍💚🌱🍀🪷",Aroma,positive
RVW_00111,"BEST BUY EVERRRR!!! Excited banget nunggu edp philea ini karna sesuka itu sama elea, sempet ragu beli karna harganya yang lumayan pricey tp akhirnya memantapkan diri beli dan ga nyesel sama sekaliiii 🥹🫰",Value for Money,positive
RVW_00112,"Akhirnya sampai, wanginya enak banget Sukaaa🥹 Ini parfum pertamaku dari HMNS. Dann aku pengen coba varian aroma yang lain✨",Aroma,positive
RVW_00113,"Product quality: bagussss nyampe dg sesmat no minus.. buat harumnya lebih soft dr eleaaa, but awet bgttt sgtt rekomen!!!",Aroma,positive
RVW_00113,"Product quality: bagussss nyampe dg sesmat no minus.. buat harumnya lebih soft dr eleaaa, but awet bgttt sgtt rekomen!!!",Longevity,positive
RVW_00114,Enak bgt wanginya dan awet seharian. Dapet bonus face towel juga. Besttt,Aroma,positive
RVW_00114,Enak bgt wanginya dan awet seharian. Dapet bonus face towel juga. Besttt,Longevity,positive
RVW_00115,"Packing bagus sampai dengan aman, wangin nya enak banget",Packaging,positive
